,_id,nome_percorso,url,distanza,tipo,fondo,pendenza_max,dislivello,rif_regione
3008,6215,Saronno: via Roma - via Bergamo,https://www.piste-ciclabili.com/itinerari/6215-saronno-via-roma-via-bergamo,1 km,ciclopedonale,asfalto,0 %,0 m,8
3009,6207,Scaldasole - Sannazzaro de' Burgondi,https://www.piste-ciclabili.com/itinerari/6207-scaldasole-sannazzaro-de-burgondi,1 km,ciclabile,asfalto,0 %,0 m,8
3010,1875,Scaldasole: via 4 novembre,https://www.piste-ciclabili.com/itinerari/1875-scaldasole-via-4-novembre,1 km,ciclopedonale,asfalto,2 %,2 m,8
3011,1644,Sedriano - Cisliano,https://www.piste-ciclabili.com/itinerari/1644-sedriano-cisliano,14 km,ciclostrada,misto,3 %,20 m,8
3012,489,Seggiano - Limito - Bosco della Besozza,https://www.piste-ciclabili.com/itinerari/489-seggiano-limito-bosco-della-besozza,3 km,ciclopedonale,misto,5 %,7 m,8
3013,1557,Seggiano - Vignate - Cassina de Pecchi - Cernusco sul Naviglio,https://www.piste-ciclabili.com/itinerari/1557-seggiano-vignate-cassina-de-pecchi-cernusco-sul-naviglio,16 km,ciclopedonale,misto,8 %,19 m,8
3014,795,Seggiano: campo sportivo - zona industriale,https://www.piste-ciclabili.com/itinerari/795-seggiano-campo-sportivo-zona-industriale,1 km,ciclabile,asfalto,0 %,2 m,8
3015,5793,Segnate-Q.re Lavanderie,https://www.piste-ciclabili.com/itinerari/5793-segnate-qre-lavanderie,3 km,ciclabile,asfalto,5 %,6 m,8
3016,1471,Segrate - Milano 2 - Vimodrone (Martesana),https://www.piste-ciclabili.com/itinerari/1471-segrate-milano-2-vimodrone-martesana,5 km,ciclabile,misto,10 %,13 m,8
3017,5794,Segrate - Q.re Lavanderie,https://www.piste-ciclabili.com/itinerari/5794-segrate-qre-lavanderie,3 km,ciclabile,asfalto,5 %,6 m,8
3018,1602,Segrate - Redecesio,https://www.piste-ciclabili.com/itinerari/1602-segrate-redecesio,2 km,ciclabile,asfalto,6 %,5 m,8
3019,1713,Segrate: Segrate - Milano San Felice,https://www.piste-ciclabili.com/itinerari/1713-segrate-segrate-milano-san-felice,2 km,ciclabile,misto,5 %,4 m,8
3020,1925,Segrate: Segrate - Milano San Felice prolungamento,https://www.piste-ciclabili.com/itinerari/1925-segrate-segrate-milano-san-felice-prolungamento,1 km,ciclabile,asfalto,1 %,3 m,8
3021,2936,Segrate: Via 1° Maggio - Cava Trombetta,https://www.piste-ciclabili.com/itinerari/2936-segrate-via-1-maggio-cava-trombetta,1 km,ciclabile,asfalto,5 %,7 m,8
3022,1924,Segrate: via Benvenuto Cellini direzione stazione ferroviaria,https://www.piste-ciclabili.com/itinerari/1924-segrate-via-benvenuto-cellini-direzione-stazione-ferroviaria,1 km,ciclabile,asfalto,5 %,3 m,8
3023,659,Segrate: via Don Luigi Sturzo,https://www.piste-ciclabili.com/itinerari/659-segrate-via-don-luigi-sturzo,2 km,ciclabile,terra,0 %,3 m,8
3024,1791,Segrate: Via Morandi - Cassanese,https://www.piste-ciclabili.com/itinerari/1791-segrate-via-morandi-cassanese,2 km,ciclabile,asfalto,3 %,5 m,8
3025,5298,Sentiero alternativo itinierario Ponte di Oleggio,https://www.piste-ciclabili.com/itinerari/5298-sentiero-alternativo-itinierario-ponte-di-oleggio,1 km,ciclopedonale,terra,1 %,4 m,8
3026,1272,Sentiero da ciclabile di Bollate,https://www.piste-ciclabili.com/itinerari/1272-sentiero-da-ciclabile-di-bollate,2 km,ciclabile,terra,2 %,10 m,8
3027,238,Sentiero dei Parchi Ovest Milano,https://www.piste-ciclabili.com/itinerari/238-sentiero-dei-parchi-ovest-milano,37 km,ciclostrada,misto,5 %,92 m,8
3028,3060,Sentiero dell'Abbazia di Vertemate,https://www.piste-ciclabili.com/itinerari/3060-sentiero-dellabbazia-di-vertemate,2 km,sentiero,misto,18 %,99 m,8
3029,1408,Seregno - Albiate (Valle del Lambro),https://www.piste-ciclabili.com/itinerari/1408-seregno-albiate-valle-del-lambro,5 km,ciclostrada,asfalto,10 %,29 m,8
3030,1415,Seregno - Ceredo (Via Cadore),https://www.piste-ciclabili.com/itinerari/1415-seregno-ceredo-via-cadore,1 km,ciclopedonale,asfalto,0 %,0 m,8
3031,1381,Seregno - Desio,https://www.piste-ciclabili.com/itinerari/1381-seregno-desio,4 km,ciclopedonale,asfalto,1 %,27 m,8
3032,1450,Seregno - Paina di Giussano,https://www.piste-ciclabili.com/itinerari/1450-seregno-paina-di-giussano,2 km,ciclopedonale,asfalto,5 %,9 m,8
3033,1946,Seregno - Parco 2 giugno (Porada),https://www.piste-ciclabili.com/itinerari/1946-seregno-parco-2-giugno-porada,3 km,ciclopedonale,asfalto,12 %,9 m,8
3034,1427,Seregno Crocione - San Carlo - Desio Ospedale,https://www.piste-ciclabili.com/itinerari/1427-seregno-crocione-san-carlo-desio-ospedale,3 km,ciclopedonale,asfalto,8 %,13 m,8
3035,1452,Seregno Nord Est,https://www.piste-ciclabili.com/itinerari/1452-seregno-nord-est,2 km,ciclopedonale,asfalto,6 %,10 m,8
3036,1432,Seregno: Parco FB e dintorni - A,https://www.piste-ciclabili.com/itinerari/1432-seregno-parco-fb-e-dintorni-a,2 km,ciclopedonale,misto,5 %,6 m,8
3037,1431,Seregno: Parco FB e dintorni - B,https://www.piste-ciclabili.com/itinerari/1431-seregno-parco-fb-e-dintorni-b,1 km,ciclopedonale,misto,3 %,6 m,8
3038,1410,Seregno: Stazione - Mercato - Stadio,https://www.piste-ciclabili.com/itinerari/1410-seregno-stazione-mercato-stadio,1 km,ciclopedonale,asfalto,2 %,5 m,8
3039,1409,Seregno: via Reggio,https://www.piste-ciclabili.com/itinerari/1409-seregno-via-reggio,2 km,ciclopedonale,asfalto,5 %,10 m,8
3040,1558,Seriate - Bolgare,https://www.piste-ciclabili.com/itinerari/1558-seriate-bolgare,10 km,strada,asfalto,3 %,58 m,8
3041,5031,Serle (anello),https://www.piste-ciclabili.com/itinerari/5031-serle-anello,52 km,strada,asfalto,23 %,666 m,8
3042,146,Sermide - Revere (Ostiglia),https://www.piste-ciclabili.com/itinerari/146-sermide-revere-ostiglia,21 km,strada,asfalto,5 %,13 m,8
3043,805,Serpiano: tra Italia e Svizzera (anello),https://www.piste-ciclabili.com/itinerari/805-serpiano-tra-italia-e-svizzera-anello,39 km,ciclostrada,asfalto,28 %,410 m,8
3044,4049,Sesto Calende - Lago di Comabbio,https://www.piste-ciclabili.com/itinerari/4049-sesto-calende-lago-di-comabbio,4 km,strada,misto,10 %,73 m,8
3045,344,Sesto MM1 Rondò - Centro commerciale Vulcano,https://www.piste-ciclabili.com/itinerari/344-sesto-mm1-rond-centro-commerciale-vulcano,4 km,ciclabile,asfalto,4 %,18 m,8
3046,761,Sesto San Giovanni - Centro Viale Fratelli Casiraghi,https://www.piste-ciclabili.com/itinerari/761-sesto-san-giovanni-centro-viale-fratelli-casiraghi,2 km,ciclopedonale,asfalto,16 %,11 m,8
3047,6164,Sesto Ulteriano - Cascina Nesporedo,https://www.piste-ciclabili.com/itinerari/6164-sesto-ulteriano-cascina-nesporedo,5 km,sentiero,ghiaia,0 %,0 m,8
3048,513,Settala - Groppello D'adda,https://www.piste-ciclabili.com/itinerari/513-settala-groppello-dadda,21 km,ciclopedonale,terra,4 %,47 m,8
3049,565,Settala - San Bovio,https://www.piste-ciclabili.com/itinerari/565-settala-san-bovio,11 km,ciclostrada,misto,3 %,11 m,8
3050,5343,Settimo Milanese - Via T.Edison,https://www.piste-ciclabili.com/itinerari/5343-settimo-milanese-via-tedison,2 km,ciclopedonale,asfalto,3 %,4 m,8
3051,1935,Sforzesca - Vigevano,https://www.piste-ciclabili.com/itinerari/1935-sforzesca-vigevano,4 km,ciclabile,asfalto,0 %,0 m,8
3052,5525,Sirmione e dintorni ciclabile,https://www.piste-ciclabili.com/itinerari/5525-sirmione-e-dintorni-ciclabile,30 km,ciclabile,asfalto,4 %,53 m,8
3053,2894,Sirmione le Grotte di Catullo,https://www.piste-ciclabili.com/itinerari/2894-sirmione-le-grotte-di-catullo,6 km,ciclopedonale,asfalto,2 %,20 m,8
3054,2893,Sirmione San Martino della Battaglia,https://www.piste-ciclabili.com/itinerari/2893-sirmione-san-martino-della-battaglia,10 km,ciclostrada,asfalto,0 %,0 m,8
3055,5248,Somaglia - Guardamiglio,https://www.piste-ciclabili.com/itinerari/5248-somaglia-guardamiglio,7 km,ciclopedonale,misto,5 %,6 m,8
3056,5299,Somalia (Gargatano) - Senna Lodigiana (Corte Sant'Andrea),https://www.piste-ciclabili.com/itinerari/5299-somalia-gargatano-senna-lodigiana-corte-santandrea,7 km,ciclopedonale,ghiaia,1 %,2 m,8
3057,3553,Sombreno - Colle aperto (anello),https://www.piste-ciclabili.com/itinerari/3553-sombreno-colle-aperto-anello,15 km,ciclostrada,misto,26 %,198 m,8
3058,5947,Sommacampagna: giro Dei colli,https://www.piste-ciclabili.com/itinerari/5947-sommacampagna-giro-dei-colli,57 km,ciclabile,misto,13 %,105 m,8
3059,4963,Sommo: ciclopedonale,https://www.piste-ciclabili.com/itinerari/4963-sommo-ciclopedonale,1 km,ciclopedonale,asfalto,1 %,1 m,8
3060,4964,Sommo: ciclopedonale cimitero,https://www.piste-ciclabili.com/itinerari/4964-sommo-ciclopedonale-cimitero,1 km,ciclopedonale,asfalto,1 %,1 m,8
3061,5979,Soncino - Rudiano,https://www.piste-ciclabili.com/itinerari/5979-soncino-rudiano,28 km,sentiero,terra,25 %,48 m,8
3062,166,Soncino - Villagana,https://www.piste-ciclabili.com/itinerari/166-soncino-villagana,9 km,sentiero,terra,5 %,21 m,8
3063,4557,Sondrio - Chiareggio - Passo del Muretto - CH,https://www.piste-ciclabili.com/itinerari/4557-sondrio-chiareggio-passo-del-muretto-ch,26 km,ciclostrada,misto,26 %,2063 m,8
3064,3188,Sordio - Casalmaiocco,https://www.piste-ciclabili.com/itinerari/3188-sordio-casalmaiocco,2 km,ciclopedonale,asfalto,2 %,2 m,8
3065,5906,Sordio - Cerro al Lambro - Sordio,https://www.piste-ciclabili.com/itinerari/5906-sordio-cerro-al-lambro-sordio,14 km,ciclopedonale,misto,8 %,16 m,8
3066,3481,Soresina - Cremona: antica strada regina,https://www.piste-ciclabili.com/itinerari/3481-soresina-cremona-antica-strada-regina,27 km,strada,asfalto,5 %,24 m,8
3067,1705,Sormano/Colma del Piano - M.te San Primo (A/R),https://www.piste-ciclabili.com/itinerari/1705-sormanocolma-del-piano-mte-san-primo-ar,8 km,sentiero,terra,28 %,532 m,8
3068,824,Sotto il Monte - Terno d'Isola,https://www.piste-ciclabili.com/itinerari/824-sotto-il-monte-terno-disola,4 km,ciclopedonale,misto,8 %,51 m,8
3069,3468,Sotto il Monte Giovanni XXIII - Calusco d'Adda,https://www.piste-ciclabili.com/itinerari/3468-sotto-il-monte-giovanni-xxiii-calusco-dadda,7 km,ciclopedonale,asfalto,10 %,34 m,8
3070,1265,"Spino d'Adda - Crema, lungo il Canale Vacchelli",https://www.piste-ciclabili.com/itinerari/1265-spino-dadda-crema-lungo-il-canale-vacchelli,23 km,sentiero,misto,5 %,13 m,8
3071,287,Stazione F.S. Magenta - Alzaia Naviglio Grande,https://www.piste-ciclabili.com/itinerari/287-stazione-fs-magenta-alzaia-naviglio-grande,3 km,strada,asfalto,1 %,6 m,8
3072,4015,Stezzano - Colognola - Lallio - Bergamo - Parco Trucca,https://www.piste-ciclabili.com/itinerari/4015-stezzano-colognola-lallio-bergamo-parco-trucca,8 km,ciclabile,misto,2 %,17 m,8
3073,4584,Stezzano - Via Papa Giovanni XXIII,https://www.piste-ciclabili.com/itinerari/4584-stezzano-via-papa-giovanni-xxiii,1 km,ciclopedonale,asfalto,0 %,1 m,8
3074,3207,Stradella - Ponte della Becca,https://www.piste-ciclabili.com/itinerari/3207-stradella-ponte-della-becca,13 km,ciclostrada,misto,1 %,23 m,8
3075,3177,Strozza - Clanezzo,https://www.piste-ciclabili.com/itinerari/3177-strozza-clanezzo,3 km,ciclopedonale,ghiaia,19 %,55 m,8
3076,1034,Sul Lambro: da S.Zenone alla Foce,https://www.piste-ciclabili.com/itinerari/1034-sul-lambro-da-szenone-alla-foce,40 km,strada,asfalto,6 %,37 m,8
3077,6098,Sulbiate - Parco di Monza,https://www.piste-ciclabili.com/itinerari/6098-sulbiate-parco-di-monza,17 km,ciclopedonale,asfalto,1 %,64 m,8
3078,4533,Sulbiate: via IV novembre - viale Carlo Cremonesi,https://www.piste-ciclabili.com/itinerari/4533-sulbiate-via-iv-novembre-viale-carlo-cremonesi,2 km,ciclopedonale,asfalto,10 %,11 m,8
3079,1394,Suzzara (MN) - Boretto(RE) costeggiando il Po,https://www.piste-ciclabili.com/itinerari/1394-suzzara-mn-borettore-costeggiando-il-po,48 km,ciclostrada,misto,0 %,13 m,8
3080,3875,Taccona,https://www.piste-ciclabili.com/itinerari/3875-taccona,1 km,ciclopedonale,asfalto,0 %,1 m,8
3081,5205,Tavazzano (Lo) - Tavazzano (Lo),https://www.piste-ciclabili.com/itinerari/5205-tavazzano-lo-tavazzano-lo,17 km,strada,asfalto,2 %,20 m,8
3082,3215,Tavazzano - Casalmaiocco,https://www.piste-ciclabili.com/itinerari/3215-tavazzano-casalmaiocco,6 km,ciclostrada,asfalto,6 %,9 m,8
3083,5249,Tavazzano - Mairano - Melegnano (anello),https://www.piste-ciclabili.com/itinerari/5249-tavazzano-mairano-melegnano-anello,25 km,strada,asfalto,2 %,23 m,8
3084,986,Telgate - Parco del Serio (anello),https://www.piste-ciclabili.com/itinerari/986-telgate-parco-del-serio-anello,42 km,ciclopedonale,misto,0 %,0 m,8
3085,2076,Terno - Mapello - Brembate sopra - Madone - Calusco,https://www.piste-ciclabili.com/itinerari/2076-terno-mapello-brembate-sopra-madone-calusco,36 km,strada,asfalto,14 %,78 m,8
3086,4441,Terno d'Isola - Bergamo,https://www.piste-ciclabili.com/itinerari/4441-terno-disola-bergamo,15 km,ciclostrada,asfalto,13 %,37 m,8
3087,4464,Torbole casaglia - Torbole Casaglia,https://www.piste-ciclabili.com/itinerari/4464-torbole-casaglia-torbole-casaglia,3 km,strada,asfalto,2 %,4 m,8
3088,5418,Torbole Casaglia: la via naturosa,https://www.piste-ciclabili.com/itinerari/5418-torbole-casaglia-la-via-naturosa,24 km,ciclabile,asfalto,2 %,25 m,8
3089,3612,Tornata - foce della Delmona,https://www.piste-ciclabili.com/itinerari/3612-tornata-foce-della-delmona,6 km,sentiero,misto,0 %,0 m,8
3090,1821,Torre d'Isola - Casottole,https://www.piste-ciclabili.com/itinerari/1821-torre-disola-casottole,2 km,ciclopedonale,asfalto,0 %,3 m,8
3091,2744,Torre del Mangano - Torriano - Samperone - Cascine Calderi (anello),https://www.piste-ciclabili.com/itinerari/2744-torre-del-mangano-torriano-samperone-cascine-calderi-anello,12 km,ciclabile,misto,6 %,8 m,8
3092,5372,Tour del parco nord,https://www.piste-ciclabili.com/itinerari/5372-tour-del-parco-nord,15 km,ciclabile,asfalto,1 %,16 m,8
3093,2998,Tour tra il novarese e la lomellina,https://www.piste-ciclabili.com/itinerari/2998-tour-tra-il-novarese-e-la-lomellina,45 km,ciclostrada,asfalto,0 %,0 m,8
3094,719,Tra i castelli (5) della bassa bresciana,https://www.piste-ciclabili.com/itinerari/719-tra-i-castelli-5-della-bassa-bresciana,35 km,ciclostrada,asfalto,5 %,37 m,8
3095,6103,Tramuschio - San Giacomo delle Segnate,https://www.piste-ciclabili.com/itinerari/6103-tramuschio-san-giacomo-delle-segnate,5 km,ciclopedonale,asfalto,0 %,0 m,8
3096,2614,Travaco' - da argine Ticino ad Argine Po,https://www.piste-ciclabili.com/itinerari/2614-travaco-da-argine-ticino-ad-argine-po,13 km,ciclostrada,misto,8 %,9 m,8
3097,2627,Travaco' Colonne - Tre Re,https://www.piste-ciclabili.com/itinerari/2627-travaco-colonne-tre-re,3 km,ciclostrada,misto,3 %,5 m,8
3098,2096,Tre Re - Sannazzaro sull'argine di Po,https://www.piste-ciclabili.com/itinerari/2096-tre-re-sannazzaro-sullargine-di-po,28 km,sentiero,misto,0 %,0 m,8
3099,52,Trenno - Bosco in città,https://www.piste-ciclabili.com/itinerari/52-trenno-bosco-in-citt,2 km,ciclopedonale,misto,1 %,5 m,8
3100,627,Treponti - Prevalle - Gavardo - Roe' Volciano,https://www.piste-ciclabili.com/itinerari/627-treponti-prevalle-gavardo-roe-volciano,21 km,ciclopedonale,asfalto,0 %,0 m,8
3101,320,Trescore - Casazza,https://www.piste-ciclabili.com/itinerari/320-trescore-casazza,9 km,ciclopedonale,misto,4 %,89 m,8
3102,1100,Treviglio - Caravaggio,https://www.piste-ciclabili.com/itinerari/1100-treviglio-caravaggio,7 km,ciclopedonale,asfalto,1 %,20 m,8
3103,2941,Treviglio - Caravaggio - Misano - Capralba (Anello fontanili della bassa),https://www.piste-ciclabili.com/itinerari/2941-treviglio-caravaggio-misano-capralba-anello-fontanili-della-bassa,23 km,ciclopedonale,misto,3 %,34 m,8
3104,6118,Treviglio - Caravaggio - Parco del Serio - Vidalengo (anello),https://www.piste-ciclabili.com/itinerari/6118-treviglio-caravaggio-parco-del-serio-vidalengo-anello,30 km,ciclabile,misto,0 %,0 m,8
3105,2109,Treviglio - Casirate in campagna,https://www.piste-ciclabili.com/itinerari/2109-treviglio-casirate-in-campagna,6 km,strada,asfalto,10 %,19 m,8
3106,1512,Treviglio - Circovalazione esterna,https://www.piste-ciclabili.com/itinerari/1512-treviglio-circovalazione-esterna,2 km,ciclopedonale,asfalto,3 %,4 m,8
3107,2108,Treviglio - collegamento Via Crippa - Viale Merisio,https://www.piste-ciclabili.com/itinerari/2108-treviglio-collegamento-via-crippa-viale-merisio,1 km,ciclopedonale,asfalto,5 %,3 m,8
3108,2631,Treviglio - Malpaga: Castelli della bassa bergamasca,https://www.piste-ciclabili.com/itinerari/2631-treviglio-malpaga-castelli-della-bassa-bergamasca,21 km,ciclostrada,misto,1 %,69 m,8
3109,3146,Treviglio - Vailate,https://www.piste-ciclabili.com/itinerari/3146-treviglio-vailate,10 km,ciclostrada,asfalto,0 %,0 m,8
3110,4811,Treviglio - Vaprio d'Adda (anello),https://www.piste-ciclabili.com/itinerari/4811-treviglio-vaprio-dadda-anello,19 km,sentiero,misto,10 %,22 m,8
3111,1101,Treviglio: centro - frazione Geromina,https://www.piste-ciclabili.com/itinerari/1101-treviglio-centro-frazione-geromina,4 km,ciclopedonale,asfalto,2 %,7 m,8
3112,1147,Treviglio: ciclabile ai campi sportivi,https://www.piste-ciclabili.com/itinerari/1147-treviglio-ciclabile-ai-campi-sportivi,1 km,ciclopedonale,asfalto,3 %,3 m,8
3113,1110,Treviglio: collegamento alla Milano - Lecco,https://www.piste-ciclabili.com/itinerari/1110-treviglio-collegamento-alla-milano-lecco,7 km,strada,asfalto,6 %,9 m,8
3114,2915,Treviglio: collegamento Via Pagazzano - Via Castolda,https://www.piste-ciclabili.com/itinerari/2915-treviglio-collegamento-via-pagazzano-via-castolda,1 km,ciclopedonale,asfalto,5 %,3 m,8
3115,1102,Treviglio: frazione Battaglie - stabilimento Bianchi,https://www.piste-ciclabili.com/itinerari/1102-treviglio-frazione-battaglie-stabilimento-bianchi,3 km,ciclopedonale,asfalto,2 %,7 m,8
3116,2914,Treviglio: via Pagazzano - via San Zeno,https://www.piste-ciclabili.com/itinerari/2914-treviglio-via-pagazzano-via-san-zeno,1 km,ciclopedonale,asfalto,5 %,5 m,8
3117,4581,Treviglo - Brignano Gera D'adda,https://www.piste-ciclabili.com/itinerari/4581-treviglo-brignano-gera-dadda,5 km,ciclabile,asfalto,5 %,6 m,8
3118,548,Treviso - Ostiglia,https://www.piste-ciclabili.com/itinerari/548-treviso-ostiglia,114 km,ciclabile,misto,2 %,16 m,8
3119,1451,Trezzano - Boscaccio - Zibido - Rozzano,https://www.piste-ciclabili.com/itinerari/1451-trezzano-boscaccio-zibido-rozzano,12 km,ciclostrada,asfalto,3 %,22 m,8
3120,3958,Trezzano - Rosate - Morimondo - Parco del Ticino,https://www.piste-ciclabili.com/itinerari/3958-trezzano-rosate-morimondo-parco-del-ticino,44 km,ciclostrada,misto,10 %,39 m,8
3121,2855,Trezzano Rosa - centro,https://www.piste-ciclabili.com/itinerari/2855-trezzano-rosa-centro,3 km,ciclabile,asfalto,4 %,15 m,8
3122,3624,Trezzano rosa - Masate via campagna,https://www.piste-ciclabili.com/itinerari/3624-trezzano-rosa-masate-via-campagna,3 km,sentiero,misto,2 %,14 m,8
3123,2037,Trezzano Rosa: SP179,https://www.piste-ciclabili.com/itinerari/2037-trezzano-rosa-sp179,2 km,ciclabile,asfalto,0 %,0 m,8
3124,3644,Trezzano Rosa: Via Dante - Campagna,https://www.piste-ciclabili.com/itinerari/3644-trezzano-rosa-via-dante-campagna,2 km,ciclabile,misto,2 %,8 m,8
3125,3586,Trezzano Rosa: via Rodari - via Marengoni,https://www.piste-ciclabili.com/itinerari/3586-trezzano-rosa-via-rodari-via-marengoni,1 km,strada,asfalto,1 %,9 m,8
3126,2036,Trezzano Rosa: via Roma,https://www.piste-ciclabili.com/itinerari/2036-trezzano-rosa-via-roma,2 km,ciclabile,asfalto,4 %,15 m,8
3127,2446,Trezzano sul Naviglio - Binasco,https://www.piste-ciclabili.com/itinerari/2446-trezzano-sul-naviglio-binasco,19 km,ciclostrada,asfalto,6 %,23 m,8
3128,2200,Trezzo sull'Adda: deviazione per centrale Taccani,https://www.piste-ciclabili.com/itinerari/2200-trezzo-sulladda-deviazione-per-centrale-taccani,4 km,strada,misto,26 %,53 m,8
3129,2199,Trucazzano - Cassano d'Adda - Groppello d'Adda,https://www.piste-ciclabili.com/itinerari/2199-trucazzano-cassano-dadda-groppello-dadda,9 km,ciclopedonale,asfalto,6 %,37 m,8
3130,5378,Trucazzano - Liscate,https://www.piste-ciclabili.com/itinerari/5378-trucazzano-liscate,6 km,ciclopedonale,misto,5 %,7 m,8
3131,3529,Turano Lod. (circuito),https://www.piste-ciclabili.com/itinerari/3529-turano-lod-circuito,21 km,ciclabile,misto,5 %,24 m,8
3132,5603,Turano Lodigiano - Borghetto,https://www.piste-ciclabili.com/itinerari/5603-turano-lodigiano-borghetto,45 km,strada,misto,6 %,18 m,8
3133,5217,Turate - Oleggio,https://www.piste-ciclabili.com/itinerari/5217-turate-oleggio,30 km,strada,asfalto,2 %,89 m,8
3134,6040,Turate: via Cavour verso Rovello Porro,https://www.piste-ciclabili.com/itinerari/6040-turate-via-cavour-verso-rovello-porro,1 km,ciclopedonale,asfalto,2 %,2 m,8
3135,5431,Turbino: alternativa alla sp 341 verso il Ponte di Turbigo,https://www.piste-ciclabili.com/itinerari/5431-turbino-alternativa-alla-sp-341-verso-il-ponte-di-turbigo,5 km,ciclostrada,misto,5 %,17 m,8
3136,6042,Uboldo - Origgio,https://www.piste-ciclabili.com/itinerari/6042-uboldo-origgio,1 km,ciclopedonale,asfalto,7 %,7 m,8
